territorio,anno,tavola,genere,eta,eta_anni,cittadinanza,titolo_studio,condizione,valore
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,22,6123.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,22,5855.03015603156
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,22,5781.80595678628
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,22,5818.11312199487
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,22,5777.456790051634
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,23,4982.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,23,5008.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,23,5219.96984396844
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,23,5124.19404321372
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,23,5044.88687800513
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,23,5027.543209948366
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,24,2538.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,24,2676.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,24,2722.4520643888
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,24,2779.26584051305
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,24,2684.4006643878706
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,24,2687.20251005565
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,4,134.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,4,138.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,4,218.774979252656
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,4,229.956118347156
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,4,221.4079302601241
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,4,211.1141919347008
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,5,994.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,5,1065.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,5,985.163893903914
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,5,990.0425282509
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,5,941.3432548052511
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,5,900.8429081265548
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,7,1316.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,7,1129.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,7,1293.57890642308
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,7,1124.92955610262
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,7,1197.7350285518835
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,7,1228.3835998314603
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,99,11168.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,99,11131.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,99,11075.0
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,99,10906.0
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,99,10863.0
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,99,10805.0
081008,2018,lavoro,M,Y_GE65,,TOTAL,ALL,1,252.0
081008,2019,lavoro,M,Y_GE65,,TOTAL,ALL,1,290.0
081008,2021,lavoro,M,Y_GE65,,TOTAL,ALL,1,239.0
081008,2022,lavoro,M,Y_GE65,,TOTAL,ALL,1,280.0
081008,2023,lavoro,M,Y_GE65,,TOTAL,ALL,1,258.0
081008,2024,lavoro,M,Y_GE65,,TOTAL,ALL,1,274.0
081008,2018,lavoro,M,Y_GE65,,TOTAL,ALL,12,6.0
081008,2019,lavoro,M,Y_GE65,,TOTAL,ALL,12,7.0
081008,2021,lavoro,M,Y_GE65,,TOTAL,ALL,12,5.0483782231897
