territorio,anno,eta,genere,popolazione,almeno_diploma_%,solo_diploma_%,terziario_%,nome_territorio,ruolo
082023,2018,Y9-24,T,1986.0,27.7946,26.1329,1.6616,Casteldaccia,vicino
082023,2018,Y_GE65,F,1183.0,13.3559,9.9746,3.3812,Casteldaccia,vicino
082023,2018,Y_GE65,M,997.0,20.7623,13.34,7.4223,Casteldaccia,vicino
082023,2018,Y_GE65,T,2180.0,16.7431,11.5138,5.2294,Casteldaccia,vicino
082023,2019,Y25-49,F,2015.0,60.6948,42.1836,18.5112,Casteldaccia,vicino
082023,2019,Y25-49,M,1930.0,56.3731,43.3161,13.057,Casteldaccia,vicino
082023,2019,Y25-49,T,3945.0,58.5805,42.7376,15.8428,Casteldaccia,vicino
082023,2019,Y50-64,F,1121.0,35.058,25.959,9.099,Casteldaccia,vicino
082023,2019,Y50-64,M,1121.0,42.2837,31.6682,10.6155,Casteldaccia,vicino
082023,2019,Y50-64,T,2242.0,38.6708,28.8136,9.8573,Casteldaccia,vicino
082023,2019,Y9-24,F,963.0,29.595,27.3105,2.2845,Casteldaccia,vicino
082023,2019,Y9-24,M,1044.0,23.659,22.4138,1.2452,Casteldaccia,vicino
082023,2019,Y9-24,T,2007.0,26.5072,24.7633,1.7439,Casteldaccia,vicino
082023,2019,Y_GE65,F,1205.0,15.6017,11.1203,4.4813,Casteldaccia,vicino
082023,2019,Y_GE65,M,1013.0,23.4946,15.7947,7.6999,Casteldaccia,vicino
082023,2019,Y_GE65,T,2218.0,19.2065,13.2552,5.9513,Casteldaccia,vicino
082023,2020,Y25-49,F,1980.0,62.9293,42.2222,20.7071,Casteldaccia,vicino
082023,2020,Y25-49,M,1877.0,59.1369,45.0719,14.065,Casteldaccia,vicino
082023,2020,Y25-49,T,3857.0,61.0837,43.609,17.4747,Casteldaccia,vicino
082023,2020,Y50-64,F,1167.0,38.4747,29.2202,9.2545,Casteldaccia,vicino
082023,2020,Y50-64,M,1154.0,41.9411,31.5425,10.3986,Casteldaccia,vicino
082023,2020,Y50-64,T,2321.0,40.1982,30.3748,9.8234,Casteldaccia,vicino
082023,2020,Y9-24,F,961.0,28.9282,25.4943,3.4339,Casteldaccia,vicino
082023,2020,Y9-24,M,1052.0,26.1407,24.4297,1.711,Casteldaccia,vicino
082023,2020,Y9-24,T,2013.0,27.4714,24.9379,2.5335,Casteldaccia,vicino
082023,2020,Y_GE65,F,1234.0,16.1264,11.3452,4.7812,Casteldaccia,vicino
082023,2020,Y_GE65,M,1053.0,24.4065,17.189,7.2175,Casteldaccia,vicino
082023,2020,Y_GE65,T,2287.0,19.9388,14.0359,5.9029,Casteldaccia,vicino
082023,2021,Y25-49,F,1957.0,64.9974,43.2294,21.768,Casteldaccia,vicino
082023,2021,Y25-49,M,1853.0,58.4997,43.8208,14.6789,Casteldaccia,vicino
082023,2021,Y25-49,T,3810.0,61.8373,43.5171,18.3202,Casteldaccia,vicino
082023,2021,Y50-64,F,1182.0,39.8477,30.7107,9.1371,Casteldaccia,vicino
082023,2021,Y50-64,M,1206.0,42.4544,32.3383,10.1161,Casteldaccia,vicino
082023,2021,Y50-64,T,2388.0,41.1642,31.5327,9.6315,Casteldaccia,vicino
082023,2021,Y9-24,F,960.0,28.4375,25.3125,3.125,Casteldaccia,vicino
082023,2021,Y9-24,M,1093.0,27.9963,25.7091,2.2873,Casteldaccia,vicino
082023,2021,Y9-24,T,2053.0,28.2026,25.5236,2.679,Casteldaccia,vicino
082023,2021,Y_GE65,F,1262.0,17.4326,12.1236,5.309,Casteldaccia,vicino
082023,2021,Y_GE65,M,1062.0,25.7062,18.1733,7.533,Casteldaccia,vicino
082023,2021,Y_GE65,T,2324.0,21.2134,14.8881,6.3253,Casteldaccia,vicino
082023,2022,Y25-49,F,1916.0,65.3967,41.858,23.5386,Casteldaccia,vicino
082023,2022,Y25-49,M,1835.0,61.9074,47.4659,14.4414,Casteldaccia,vicino
082023,2022,Y25-49,T,3751.0,63.6897,44.6014,19.0882,Casteldaccia,vicino
082023,2022,Y50-64,F,1240.0,42.6613,33.3065,9.3548,Casteldaccia,vicino
082023,2022,Y50-64,M,1227.0,45.2323,34.4743,10.7579,Casteldaccia,vicino
082023,2022,Y50-64,T,2467.0,43.94,33.8873,10.0527,Casteldaccia,vicino
082023,2022,Y9-24,F,986.0,29.4118,26.2677,3.144,Casteldaccia,vicino
082023,2022,Y9-24,M,1076.0,30.2045,28.5316,1.6729,Casteldaccia,vicino
082023,2022,Y9-24,T,2062.0,29.8254,27.4491,2.3763,Casteldaccia,vicino
082023,2022,Y_GE65,F,1283.0,19.5635,13.562,6.0016,Casteldaccia,vicino
082023,2022,Y_GE65,M,1075.0,26.8837,18.9767,7.907,Casteldaccia,vicino
082023,2022,Y_GE65,T,2358.0,22.9008,16.0305,6.8702,Casteldaccia,vicino
082023,2023,Y25-49,F,1881.0,65.4439,42.5306,22.9133,Casteldaccia,vicino
082023,2023,Y25-49,M,1819.0,61.7372,46.564,15.1732,Casteldaccia,vicino
082023,2023,Y25-49,T,3700.0,63.6216,44.5135,19.1081,Casteldaccia,vicino
082023,2023,Y50-64,F,1257.0,42.7208,33.2538,9.467,Casteldaccia,vicino
082023,2023,Y50-64,M,1256.0,45.1433,35.0318,10.1115,Casteldaccia,vicino
082023,2023,Y50-64,T,2513.0,43.9316,34.1425,9.7891,Casteldaccia,vicino
082023,2023,Y9-24,F,1013.0,29.3189,25.8638,3.4551,Casteldaccia,vicino
082023,2023,Y9-24,M,1082.0,32.5323,29.5749,2.9575,Casteldaccia,vicino
082023,2023,Y9-24,T,2095.0,30.9785,27.7804,3.1981,Casteldaccia,vicino
082023,2023,Y_GE65,F,1296.0,20.9877,14.3519,6.6358,Casteldaccia,vicino
082023,2023,Y_GE65,M,1080.0,28.4259,20.1852,8.2407,Casteldaccia,vicino
082023,2023,Y_GE65,T,2376.0,24.3687,17.0034,7.3653,Casteldaccia,vicino
082023,2024,Y25-49,F,1868.0,66.7024,42.8266,23.8758,Casteldaccia,vicino
082023,2024,Y25-49,M,1812.0,62.9139,46.1921,16.7219,Casteldaccia,vicino
082023,2024,Y25-49,T,3680.0,64.837,44.4837,20.3533,Casteldaccia,vicino
082023,2024,Y50-64,F,1298.0,43.9908,33.8983,10.0924,Casteldaccia,vicino
082023,2024,Y50-64,M,1301.0,46.8101,36.5104,10.2998,Casteldaccia,vicino
082023,2024,Y50-64,T,2599.0,45.4021,35.2058,10.1962,Casteldaccia,vicino
082023,2024,Y9-24,F,1014.0,31.2623,28.2051,3.0572,Casteldaccia,vicino
082023,2024,Y9-24,M,1102.0,31.8512,29.4011,2.4501,Casteldaccia,vicino
082023,2024,Y9-24,T,2116.0,31.569,28.828,2.741,Casteldaccia,vicino
082023,2024,Y_GE65,F,1316.0,21.7325,15.0456,6.6869,Casteldaccia,vicino
082023,2024,Y_GE65,M,1098.0000000000002,28.5974,20.4007,8.1967,Casteldaccia,vicino
082023,2024,Y_GE65,T,2414.0,24.855,17.4814,7.3737,Casteldaccia,vicino
082035,2018,Y25-49,F,2373.0,55.2044,40.8344,14.37,Ficarazzi,vicino
082035,2018,Y25-49,M,2279.0,53.0057,42.3431,10.6626,Ficarazzi,vicino
082035,2018,Y25-49,T,4652.0,54.1273,41.5735,12.5537,Ficarazzi,vicino
082035,2018,Y50-64,F,1181.0,32.0068,24.3861,7.6207,Ficarazzi,vicino
082035,2018,Y50-64,M,1145.0,33.7991,27.1616,6.6376,Ficarazzi,vicino
082035,2018,Y50-64,T,2326.0,32.8891,25.7524,7.1367,Ficarazzi,vicino
082035,2018,Y9-24,F,1202.0,25.4576,24.0433,1.4143,Ficarazzi,vicino
082035,2018,Y9-24,M,1288.0,24.4565,23.059,1.3975,Ficarazzi,vicino
082035,2018,Y9-24,T,2490.0,24.9398,23.5341,1.4056,Ficarazzi,vicino
082035,2018,Y_GE65,F,963.0,14.6417,11.0073,3.6345,Ficarazzi,vicino
082035,2018,Y_GE65,M,787.0,17.7891,13.0877,4.7014,Ficarazzi,vicino
082035,2018,Y_GE65,T,1750.0,16.0571,11.9429,4.1143,Ficarazzi,vicino
082035,2019,Y25-49,F,2362.0,56.9856,42.0406,14.945,Ficarazzi,vicino
082035,2019,Y25-49,M,2276.0,52.9877,42.1793,10.8084,Ficarazzi,vicino
082035,2019,Y25-49,T,4638.0,55.0237,42.1087,12.915,Ficarazzi,vicino
082035,2019,Y50-64,F,1224.0,34.1503,25.7353,8.415,Ficarazzi,vicino
082035,2019,Y50-64,M,1184.0,33.5304,27.5338,5.9966,Ficarazzi,vicino
082035,2019,Y50-64,T,2408.0,33.8455,26.6196,7.2259,Ficarazzi,vicino
082035,2019,Y9-24,F,1214.0,25.1236,23.8056,1.318,Ficarazzi,vicino
082035,2019,Y9-24,M,1296.0,24.6142,23.3796,1.2346,Ficarazzi,vicino
082035,2019,Y9-24,T,2510.0,24.8606,23.5857,1.2749,Ficarazzi,vicino
082035,2019,Y_GE65,F,998.0,13.7275,10.2204,3.507,Ficarazzi,vicino
082035,2019,Y_GE65,M,814.0,21.0074,15.8477,5.1597,Ficarazzi,vicino
082035,2019,Y_GE65,T,1812.0,16.9978,12.7483,4.2494,Ficarazzi,vicino
082035,2020,Y25-49,F,2312.0,58.3478,41.955,16.3927,Ficarazzi,vicino
082035,2020,Y25-49,M,2206.0,54.6691,43.7897,10.8794,Ficarazzi,vicino
082035,2020,Y25-49,T,4518.0,56.5516,42.8508,13.7008,Ficarazzi,vicino
082035,2020,Y50-64,F,1254.0,32.6156,25.1196,7.496,Ficarazzi,vicino
082035,2020,Y50-64,M,1214.0,35.2554,28.8303,6.425,Ficarazzi,vicino
082035,2020,Y50-64,T,2468.0,33.9141,26.9449,6.9692,Ficarazzi,vicino
082035,2020,Y9-24,F,1192.0,26.9295,24.9161,2.0134,Ficarazzi,vicino
082035,2020,Y9-24,M,1273.0,26.2372,24.3519,1.8853,Ficarazzi,vicino
082035,2020,Y9-24,T,2465.0,26.572,24.6247,1.9473,Ficarazzi,vicino
082035,2020,Y_GE65,F,1061.0,15.4571,11.7813,3.6758,Ficarazzi,vicino
082035,2020,Y_GE65,M,868.0,21.659,15.6682,5.9908,Ficarazzi,vicino
082035,2020,Y_GE65,T,1929.0,18.2478,13.5303,4.7175,Ficarazzi,vicino
082035,2021,Y25-49,F,2308.0,60.0953,43.3709,16.7244,Ficarazzi,vicino
082035,2021,Y25-49,M,2204.0,56.1252,44.9637,11.1615,Ficarazzi,vicino
082035,2021,Y25-49,T,4512.0,58.156,44.1489,14.0071,Ficarazzi,vicino
082035,2021,Y50-64,F,1310.0,34.0458,25.9542,8.0916,Ficarazzi,vicino
082035,2021,Y50-64,M,1276.0,36.2853,29.1536,7.1317,Ficarazzi,vicino
082035,2021,Y50-64,T,2586.0,35.1508,27.5329,7.6179,Ficarazzi,vicino
082035,2021,Y9-24,F,1219.0,25.9229,22.9696,2.9532,Ficarazzi,vicino
082035,2021,Y9-24,M,1277.0,27.8778,25.7635,2.1143,Ficarazzi,vicino
082035,2021,Y9-24,T,2496.0,26.9231,24.399,2.524,Ficarazzi,vicino
082035,2021,Y_GE65,F,1070.0,15.514,11.5888,3.9252,Ficarazzi,vicino
082035,2021,Y_GE65,M,903.0,22.2591,17.3865,4.8726,Ficarazzi,vicino
082035,2021,Y_GE65,T,1973.0,18.6011,14.2423,4.3588,Ficarazzi,vicino
082035,2022,Y25-49,F,2309.0,58.6401,42.3993,16.2408,Ficarazzi,vicino
082035,2022,Y25-49,M,2184.0,56.5934,44.2766,12.3168,Ficarazzi,vicino
082035,2022,Y25-49,T,4493.0,57.6452,43.3118,14.3334,Ficarazzi,vicino
082035,2022,Y50-64,F,1324.0,33.8369,25.6798,8.1571,Ficarazzi,vicino
082035,2022,Y50-64,M,1313.0,35.5674,28.4082,7.1592,Ficarazzi,vicino
082035,2022,Y50-64,T,2637.0,34.6985,27.0383,7.6602,Ficarazzi,vicino
082035,2022,Y9-24,F,1239.0,28.0065,25.343,2.6634,Ficarazzi,vicino
082035,2022,Y9-24,M,1265.0,29.249,27.0356,2.2134,Ficarazzi,vicino
082035,2022,Y9-24,T,2504.0,28.6342,26.1981,2.4361,Ficarazzi,vicino
082035,2022,Y_GE65,F,1100.0,15.8182,11.8182,4.0,Ficarazzi,vicino
082035,2022,Y_GE65,M,928.0,23.7069,18.8578,4.8491,Ficarazzi,vicino
082035,2022,Y_GE65,T,2028.0,19.428,15.0394,4.3886,Ficarazzi,vicino
082035,2023,Y25-49,F,2237.0,61.5557,44.3898,17.1658,Ficarazzi,vicino
082035,2023,Y25-49,M,2097.0,59.1798,47.4487,11.731,Ficarazzi,vicino
082035,2023,Y25-49,T,4334.0,60.4061,45.8699,14.5362,Ficarazzi,vicino
082035,2023,Y50-64,F,1360.0,35.5147,27.2794,8.2353,Ficarazzi,vicino
082035,2023,Y50-64,M,1335.0,35.9551,28.9139,7.0412,Ficarazzi,vicino
082035,2023,Y50-64,T,2695.0,35.7328,28.0891,7.6438,Ficarazzi,vicino
082035,2023,Y9-24,F,1233.0,27.4128,24.7364,2.6764,Ficarazzi,vicino
082035,2023,Y9-24,M,1234.0,27.6337,25.7699,1.8639,Ficarazzi,vicino
082035,2023,Y9-24,T,2467.0,27.5233,25.2533,2.27,Ficarazzi,vicino
082035,2023,Y_GE65,F,1091.0,17.1402,13.4739,3.6664,Ficarazzi,vicino
082035,2023,Y_GE65,M,934.0,22.6981,18.0942,4.6039,Ficarazzi,vicino
082035,2023,Y_GE65,T,2025.0,19.7037,15.6049,4.0988,Ficarazzi,vicino
082035,2024,Y25-49,F,2212.0000000000005,62.7034,44.7107,17.9928,Ficarazzi,vicino
082035,2024,Y25-49,M,2086.0,60.4027,47.4593,12.9434,Ficarazzi,vicino
082035,2024,Y25-49,T,4298.0,61.5868,46.0447,15.5421,Ficarazzi,vicino
082035,2024,Y50-64,F,1418.0,37.024,28.9845,8.0395,Ficarazzi,vicino
082035,2024,Y50-64,M,1379.9999999999998,37.1739,29.7826,7.3913,Ficarazzi,vicino
082035,2024,Y50-64,T,2798.0,37.0979,29.3781,7.7198,Ficarazzi,vicino
082035,2024,Y9-24,F,1230.0,28.2114,24.6341,3.5772,Ficarazzi,vicino
082035,2024,Y9-24,M,1222.0,28.8871,27.1686,1.7185,Ficarazzi,vicino
082035,2024,Y9-24,T,2452.0,28.5481,25.8972,2.6509,Ficarazzi,vicino
082035,2024,Y_GE65,F,1106.0000000000002,17.9024,13.9241,3.9783,Ficarazzi,vicino
082035,2024,Y_GE65,M,954.0,24.4235,19.4969,4.9266,Ficarazzi,vicino
082035,2024,Y_GE65,T,2060.0,20.9223,16.5049,4.4175,Ficarazzi,vicino
082048,2018,Y25-49,F,5045.0,53.8949,37.7007,16.1943,Misilmeri,vicino
082048,2018,Y25-49,M,4901.0,54.1522,43.3789,10.7733,Misilmeri,vicino
082048,2018,Y25-49,T,9946.0,54.0217,40.4987,13.523,Misilmeri,vicino
082048,2018,Y50-64,F,2837.0,26.8241,20.7614,6.0627,Misilmeri,vicino
082048,2018,Y50-64,M,2774.0,30.8219,24.297,6.5249,Misilmeri,vicino
082048,2018,Y50-64,T,5611.0,28.8006,22.5094,6.2912,Misilmeri,vicino
082048,2018,Y9-24,F,2575.0,27.9612,26.0583,1.9029,Misilmeri,vicino
082048,2018,Y9-24,M,2748.0,25.3639,23.4716,1.8923,Misilmeri,vicino
082048,2018,Y9-24,T,5323.0,26.6203,24.7229,1.8974,Misilmeri,vicino
082048,2018,Y_GE65,F,2636.0,8.4219,6.2215,2.2003,Misilmeri,vicino
082048,2018,Y_GE65,M,2287.0,14.2108,10.7564,3.4543,Misilmeri,vicino
082048,2018,Y_GE65,T,4923.0,11.1111,8.3283,2.7829,Misilmeri,vicino
082048,2019,Y25-49,F,4994.0,55.2663,38.9868,16.2795,Misilmeri,vicino
082048,2019,Y25-49,M,4832.0,54.2219,43.75,10.4719,Misilmeri,vicino
082048,2019,Y25-49,T,9826.0,54.7527,41.3291,13.4236,Misilmeri,vicino
082048,2019,Y50-64,F,2951.0,27.5161,21.552,5.9641,Misilmeri,vicino
082048,2019,Y50-64,M,2843.0,30.9884,24.3757,6.6127,Misilmeri,vicino
082048,2019,Y50-64,T,5794.0,29.2199,22.9375,6.2824,Misilmeri,vicino
082048,2019,Y9-24,F,2534.0,28.2163,25.8879,2.3283,Misilmeri,vicino
082048,2019,Y9-24,M,2736.0,25.6213,24.3787,1.2427,Misilmeri,vicino
082048,2019,Y9-24,T,5270.0,26.8691,25.1044,1.7647,Misilmeri,vicino
082048,2019,Y_GE65,F,2695.0,9.6475,6.8275,2.82,Misilmeri,vicino
082048,2019,Y_GE65,M,2339.0,15.947,11.8854,4.0616,Misilmeri,vicino
082048,2019,Y_GE65,T,5034.0,12.5745,9.1776,3.3969,Misilmeri,vicino
082048,2020,Y25-49,F,4907.0,57.6116,40.432,17.1795,Misilmeri,vicino
082048,2020,Y25-49,M,4709.0,56.4876,45.2325,11.255,Misilmeri,vicino
082048,2020,Y25-49,T,9616.0,57.0611,42.7829,14.2783,Misilmeri,vicino
082048,2020,Y50-64,F,2986.0,29.002,22.5385,6.4635,Misilmeri,vicino
082048,2020,Y50-64,M,2911.0,32.1883,25.4895,6.6987,Misilmeri,vicino
082048,2020,Y50-64,T,5897.0,30.5749,23.9953,6.5796,Misilmeri,vicino
082048,2020,Y9-24,F,2458.0,27.6241,25.4679,2.1562,Misilmeri,vicino
082048,2020,Y9-24,M,2656.0,26.3931,24.3599,2.0331,Misilmeri,vicino
082048,2020,Y9-24,T,5114.0,26.9847,24.8925,2.0923,Misilmeri,vicino
082048,2020,Y_GE65,F,2756.0,9.5065,6.8215,2.6851,Misilmeri,vicino
082048,2020,Y_GE65,M,2424.0,17.3267,13.2838,4.0429,Misilmeri,vicino
082048,2020,Y_GE65,T,5180.0,13.166,9.8456,3.3205,Misilmeri,vicino
082048,2021,Y25-49,F,4845.0,58.1837,40.3922,17.7915,Misilmeri,vicino
082048,2021,Y25-49,M,4760.0,56.8277,44.6218,12.2059,Misilmeri,vicino
082048,2021,Y25-49,T,9605.0,57.5117,42.4883,15.0234,Misilmeri,vicino
082048,2021,Y50-64,F,3090.0,29.2233,23.0097,6.2136,Misilmeri,vicino
082048,2021,Y50-64,M,3004.0,32.8895,25.7324,7.1571,Misilmeri,vicino
082048,2021,Y50-64,T,6094.0,31.0305,24.3518,6.6787,Misilmeri,vicino
082048,2021,Y9-24,F,2496.0,28.2853,25.8013,2.484,Misilmeri,vicino
082048,2021,Y9-24,M,2668.0,27.4363,25.2249,2.2114,Misilmeri,vicino
082048,2021,Y9-24,T,5164.0,27.8466,25.5035,2.3431,Misilmeri,vicino
082048,2021,Y_GE65,F,2824.0,10.4108,7.4717,2.9391,Misilmeri,vicino
082048,2021,Y_GE65,M,2496.0,19.1506,14.2228,4.9279,Misilmeri,vicino
082048,2021,Y_GE65,T,5320.0,14.5113,10.6391,3.8722,Misilmeri,vicino
082048,2022,Y25-49,F,4748.0,60.6361,42.2072,18.4288,Misilmeri,vicino
082048,2022,Y25-49,M,4696.0,57.9216,45.3152,12.6065,Misilmeri,vicino
082048,2022,Y25-49,T,9444.0,59.2863,43.7526,15.5337,Misilmeri,vicino
082048,2022,Y50-64,F,3143.0,31.1486,24.7852,6.3633,Misilmeri,vicino
082048,2022,Y50-64,M,3053.0,34.0649,26.9243,7.1405,Misilmeri,vicino
082048,2022,Y50-64,T,6196.0,32.5855,25.8393,6.7463,Misilmeri,vicino
082048,2022,Y9-24,F,2468.0,29.6596,26.9044,2.7553,Misilmeri,vicino
082048,2022,Y9-24,M,2623.0,27.6782,26.0389,1.6393,Misilmeri,vicino
082048,2022,Y9-24,T,5091.0,28.6388,26.4585,2.1803,Misilmeri,vicino
082048,2022,Y_GE65,F,2862.0,11.6702,8.7002,2.97,Misilmeri,vicino
082048,2022,Y_GE65,M,2518.0,19.5393,14.8928,4.6465,Misilmeri,vicino
082048,2022,Y_GE65,T,5380.0,15.3532,11.5985,3.7546,Misilmeri,vicino
082048,2023,Y25-49,F,4712.0,60.5475,41.9355,18.6121,Misilmeri,vicino
082048,2023,Y25-49,M,4631.0,57.9572,45.9296,12.0276,Misilmeri,vicino
082048,2023,Y25-49,T,9343.0,59.2636,43.9152,15.3484,Misilmeri,vicino
082048,2023,Y50-64,F,3187.0,30.3106,23.69,6.6206,Misilmeri,vicino
082048,2023,Y50-64,M,3106.0,33.2904,26.1751,7.1153,Misilmeri,vicino
082048,2023,Y50-64,T,6293.0,31.7813,24.9166,6.8648,Misilmeri,vicino
082048,2023,Y9-24,F,2483.0,27.4668,25.0503,2.4164,Misilmeri,vicino
082048,2023,Y9-24,M,2668.0,26.1619,24.5502,1.6117,Misilmeri,vicino
082048,2023,Y9-24,T,5151.0,26.7909,24.7913,1.9996,Misilmeri,vicino
082048,2023,Y_GE65,F,2911.0,11.2676,8.3476,2.92,Misilmeri,vicino
082048,2023,Y_GE65,M,2586.0,19.1415,14.7332,4.4084,Misilmeri,vicino
082048,2023,Y_GE65,T,5497.0,14.9718,11.3516,3.6202,Misilmeri,vicino
082048,2024,Y25-49,F,4684.0,61.8275,42.0154,19.8121,Misilmeri,vicino
082048,2024,Y25-49,M,4552.0,58.8313,46.0677,12.7636,Misilmeri,vicino
082048,2024,Y25-49,T,9236.0,60.3508,44.0126,16.3382,Misilmeri,vicino
082048,2024,Y50-64,F,3249.0000000000005,31.5789,24.6845,6.8944,Misilmeri,vicino
082048,2024,Y50-64,M,3120.0,34.4551,27.1474,7.3077,Misilmeri,vicino
082048,2024,Y50-64,T,6369.0,32.9879,25.891,7.0969,Misilmeri,vicino
082048,2024,Y9-24,F,2487.0,28.9103,25.7338,3.1765,Misilmeri,vicino
082048,2024,Y9-24,M,2686.0,28.5555,26.4334,2.1221,Misilmeri,vicino
082048,2024,Y9-24,T,5173.0,28.7261,26.097,2.629,Misilmeri,vicino
082048,2024,Y_GE65,F,3000.0,12.5,9.2667,3.2333,Misilmeri,vicino
082048,2024,Y_GE65,M,2668.0000000000005,20.1274,15.3298,4.7976,Misilmeri,vicino
082048,2024,Y_GE65,T,5668.0,16.0903,12.1207,3.9697,Misilmeri,vicino
082067,2018,Y25-49,F,1833.0,62.2477,38.9525,23.2951,Santa Flavia,vicino
082067,2018,Y25-49,M,1827.0,55.2819,40.3941,14.8878,Santa Flavia,vicino
082067,2018,Y25-49,T,3660.0,58.7705,39.6721,19.0984,Santa Flavia,vicino
082067,2018,Y50-64,F,1190.0,40.6723,27.8151,12.8571,Santa Flavia,vicino
082067,2018,Y50-64,M,1118.0,39.6243,28.4436,11.1807,Santa Flavia,vicino
082067,2018,Y50-64,T,2308.0,40.1646,28.1196,12.0451,Santa Flavia,vicino
082067,2018,Y9-24,F,920.0,31.6304,28.3696,3.2609,Santa Flavia,vicino
082067,2018,Y9-24,M,982.0,28.2077,26.5784,1.6293,Santa Flavia,vicino
082067,2018,Y9-24,T,1902.0,29.8633,27.4448,2.4185,Santa Flavia,vicino
082067,2018,Y_GE65,F,1226.0,19.168,11.7455,7.4225,Santa Flavia,vicino
082067,2018,Y_GE65,M,1006.0,24.5527,16.1034,8.4493,Santa Flavia,vicino
082067,2018,Y_GE65,T,2232.0,21.595,13.7097,7.8853,Santa Flavia,vicino
082067,2019,Y25-49,F,1803.0,62.8397,39.3788,23.4609,Santa Flavia,vicino
082067,2019,Y25-49,M,1817.0,57.3473,43.3682,13.9791,Santa Flavia,vicino
082067,2019,Y25-49,T,3620.0,60.0829,41.3812,18.7017,Santa Flavia,vicino
082067,2019,Y50-64,F,1210.0,40.7438,27.686,13.0579,Santa Flavia,vicino
082067,2019,Y50-64,M,1131.0,40.9372,29.6198,11.3174,Santa Flavia,vicino
082067,2019,Y50-64,T,2341.0,40.8372,28.6202,12.217,Santa Flavia,vicino
082067,2019,Y9-24,F,934.0,29.7645,27.3019,2.4625,Santa Flavia,vicino
082067,2019,Y9-24,M,956.0,27.6151,26.6736,0.9414,Santa Flavia,vicino
082067,2019,Y9-24,T,1890.0,28.6772,26.9841,1.6931,Santa Flavia,vicino
082067,2019,Y_GE65,F,1248.0,20.4327,12.5801,7.8526,Santa Flavia,vicino
082067,2019,Y_GE65,M,1017.0,25.6637,17.6991,7.9646,Santa Flavia,vicino
082067,2019,Y_GE65,T,2265.0,22.7815,14.8786,7.9029,Santa Flavia,vicino
082067,2020,Y25-49,F,1748.0,64.5881,38.4439,26.1442,Santa Flavia,vicino
082067,2020,Y25-49,M,1751.0,58.1382,41.7476,16.3906,Santa Flavia,vicino
082067,2020,Y25-49,T,3499.0,61.3604,40.0972,21.2632,Santa Flavia,vicino
082067,2020,Y50-64,F,1207.0,41.5079,26.7606,14.7473,Santa Flavia,vicino
082067,2020,Y50-64,M,1118.0,42.0394,30.8587,11.1807,Santa Flavia,vicino
082067,2020,Y50-64,T,2325.0,41.7634,28.7312,13.0323,Santa Flavia,vicino
082067,2020,Y9-24,F,915.0,32.2404,28.5246,3.7158,Santa Flavia,vicino
082067,2020,Y9-24,M,935.0,29.3048,27.3797,1.9251,Santa Flavia,vicino
082067,2020,Y9-24,T,1850.0,30.7568,27.9459,2.8108,Santa Flavia,vicino
082067,2020,Y_GE65,F,1257.0,20.7637,13.5243,7.2395,Santa Flavia,vicino
082067,2020,Y_GE65,M,1049.0,26.2154,17.9218,8.2936,Santa Flavia,vicino
082067,2020,Y_GE65,T,2306.0,23.2437,15.5247,7.719,Santa Flavia,vicino
082067,2021,Y25-49,F,1754.0,64.3672,37.5713,26.7959,Santa Flavia,vicino
082067,2021,Y25-49,M,1748.0,60.4691,43.1922,17.2769,Santa Flavia,vicino
082067,2021,Y25-49,T,3502.0,62.4215,40.3769,22.0445,Santa Flavia,vicino
082067,2021,Y50-64,F,1249.0,40.5925,26.9015,13.691,Santa Flavia,vicino
082067,2021,Y50-64,M,1163.0,43.1642,31.1264,12.0378,Santa Flavia,vicino
082067,2021,Y50-64,T,2412.0,41.8325,28.9386,12.8939,Santa Flavia,vicino
082067,2021,Y9-24,F,928.0,32.5431,29.0948,3.4483,Santa Flavia,vicino
082067,2021,Y9-24,M,959.0,28.6757,25.756,2.9197,Santa Flavia,vicino
082067,2021,Y9-24,T,1887.0,30.5776,27.398,3.1797,Santa Flavia,vicino
082067,2021,Y_GE65,F,1277.0,21.3782,13.3125,8.0658,Santa Flavia,vicino
082067,2021,Y_GE65,M,1068.0,27.2472,18.9139,8.3333,Santa Flavia,vicino
082067,2021,Y_GE65,T,2345.0,24.0512,15.8635,8.1876,Santa Flavia,vicino
082067,2022,Y25-49,F,1764.0,67.517,39.6259,27.8912,Santa Flavia,vicino
082067,2022,Y25-49,M,1735.0,59.2507,42.0173,17.2334,Santa Flavia,vicino
082067,2022,Y25-49,T,3499.0,63.4181,40.8117,22.6065,Santa Flavia,vicino
082067,2022,Y50-64,F,1239.0,42.615,27.7643,14.8507,Santa Flavia,vicino
082067,2022,Y50-64,M,1161.0,44.0138,31.2661,12.7476,Santa Flavia,vicino
082067,2022,Y50-64,T,2400.0,43.2917,29.4583,13.8333,Santa Flavia,vicino
082067,2022,Y9-24,F,937.0,32.0171,28.7086,3.3084,Santa Flavia,vicino
082067,2022,Y9-24,M,965.0,28.3938,26.0104,2.3834,Santa Flavia,vicino
082067,2022,Y9-24,T,1902.0,30.1788,27.3396,2.8391,Santa Flavia,vicino
082067,2022,Y_GE65,F,1306.0,22.8178,14.9311,7.8867,Santa Flavia,vicino
082067,2022,Y_GE65,M,1100.0,29.5455,20.9091,8.6364,Santa Flavia,vicino
082067,2022,Y_GE65,T,2406.0,25.8936,17.6642,8.2294,Santa Flavia,vicino
082067,2023,Y25-49,F,1741.0,67.4325,39.2878,28.1447,Santa Flavia,vicino
