territorio,anno,genere,eta,eta_anni,stato_civile,valore
082053,2022,F,Y84,84.0,3,54
082053,2023,F,Y84,84.0,3,59
082053,2024,F,Y84,84.0,3,57
082053,2025,F,Y84,84.0,3,66
082053,2019,F,Y84,84.0,4,1469
082053,2020,F,Y84,84.0,4,1370
082053,2021,F,Y84,84.0,4,1315
082053,2022,F,Y84,84.0,4,1317
082053,2023,F,Y84,84.0,4,1396
082053,2024,F,Y84,84.0,4,1379
082053,2025,F,Y84,84.0,4,1443
082053,2019,F,Y84,84.0,99,2173
082053,2020,F,Y84,84.0,99,2070
082053,2021,F,Y84,84.0,99,2002
082053,2022,F,Y84,84.0,99,2076
082053,2023,F,Y84,84.0,99,2186
082053,2024,F,Y84,84.0,99,2173
082053,2025,F,Y84,84.0,99,2329
082053,2026,F,Y84,84.0,99,2154
082053,2019,F,Y85,85.0,1,219
082053,2020,F,Y85,85.0,1,195
082053,2021,F,Y85,85.0,1,196
082053,2022,F,Y85,85.0,1,191
082053,2023,F,Y85,85.0,1,206
082053,2024,F,Y85,85.0,1,194
082053,2025,F,Y85,85.0,1,201
082053,2019,F,Y85,85.0,15,0
082053,2020,F,Y85,85.0,15,0
082053,2021,F,Y85,85.0,15,0
082053,2022,F,Y85,85.0,15,0
082053,2023,F,Y85,85.0,15,0
082053,2024,F,Y85,85.0,15,0
082053,2025,F,Y85,85.0,15,1
082053,2019,F,Y85,85.0,16,0
082053,2020,F,Y85,85.0,16,0
082053,2021,F,Y85,85.0,16,0
082053,2022,F,Y85,85.0,16,0
082053,2023,F,Y85,85.0,16,0
082053,2024,F,Y85,85.0,16,0
082053,2025,F,Y85,85.0,16,0
082053,2019,F,Y85,85.0,17,0
082053,2020,F,Y85,85.0,17,0
082053,2021,F,Y85,85.0,17,0
082053,2022,F,Y85,85.0,17,0
082053,2023,F,Y85,85.0,17,0
082053,2024,F,Y85,85.0,17,0
082053,2025,F,Y85,85.0,17,0
082053,2019,F,Y85,85.0,2,336
082053,2020,F,Y85,85.0,2,396
082053,2021,F,Y85,85.0,2,371
082053,2022,F,Y85,85.0,2,356
082053,2023,F,Y85,85.0,2,407
082053,2024,F,Y85,85.0,2,463
082053,2025,F,Y85,85.0,2,438
082053,2019,F,Y85,85.0,3,34
082053,2020,F,Y85,85.0,3,44
082053,2021,F,Y85,85.0,3,37
082053,2022,F,Y85,85.0,3,45
082053,2023,F,Y85,85.0,3,50
082053,2024,F,Y85,85.0,3,55
082053,2025,F,Y85,85.0,3,56
082053,2019,F,Y85,85.0,4,1401
082053,2020,F,Y85,85.0,4,1401
082053,2021,F,Y85,85.0,4,1335
082053,2022,F,Y85,85.0,4,1237
082053,2023,F,Y85,85.0,4,1267
082053,2024,F,Y85,85.0,4,1350
082053,2025,F,Y85,85.0,4,1328
082053,2019,F,Y85,85.0,99,1990
082053,2020,F,Y85,85.0,99,2036
082053,2021,F,Y85,85.0,99,1939
082053,2022,F,Y85,85.0,99,1829
082053,2023,F,Y85,85.0,99,1930
082053,2024,F,Y85,85.0,99,2062
082053,2025,F,Y85,85.0,99,2024
082053,2026,F,Y85,85.0,99,2179
082053,2019,F,Y86,86.0,1,181
082053,2020,F,Y86,86.0,1,193
082053,2021,F,Y86,86.0,1,190
082053,2022,F,Y86,86.0,1,174
082053,2023,F,Y86,86.0,1,170
082053,2024,F,Y86,86.0,1,190
082053,2025,F,Y86,86.0,1,172
082053,2019,F,Y86,86.0,15,0
082053,2020,F,Y86,86.0,15,0
082053,2021,F,Y86,86.0,15,0
082053,2022,F,Y86,86.0,15,0
082053,2023,F,Y86,86.0,15,0
082053,2024,F,Y86,86.0,15,0
082053,2025,F,Y86,86.0,15,0
082053,2019,F,Y86,86.0,16,0
082053,2020,F,Y86,86.0,16,0
082053,2021,F,Y86,86.0,16,0
082053,2022,F,Y86,86.0,16,0
082053,2023,F,Y86,86.0,16,0
082053,2024,F,Y86,86.0,16,0
082053,2025,F,Y86,86.0,16,0
082053,2019,F,Y86,86.0,17,0
082053,2020,F,Y86,86.0,17,0
082053,2021,F,Y86,86.0,17,0
082053,2022,F,Y86,86.0,17,0
082053,2023,F,Y86,86.0,17,0
082053,2024,F,Y86,86.0,17,0
082053,2025,F,Y86,86.0,17,0
082053,2019,F,Y86,86.0,2,277
082053,2020,F,Y86,86.0,2,281
082053,2021,F,Y86,86.0,2,325
082053,2022,F,Y86,86.0,2,315
082053,2023,F,Y86,86.0,2,288
082053,2024,F,Y86,86.0,2,317
082053,2025,F,Y86,86.0,2,394
082053,2019,F,Y86,86.0,3,29
082053,2020,F,Y86,86.0,3,33
082053,2021,F,Y86,86.0,3,40
082053,2022,F,Y86,86.0,3,33
082053,2023,F,Y86,86.0,3,40
082053,2024,F,Y86,86.0,3,45
082053,2025,F,Y86,86.0,3,54
082053,2019,F,Y86,86.0,4,1228
082053,2020,F,Y86,86.0,4,1337
082053,2021,F,Y86,86.0,4,1335
082053,2022,F,Y86,86.0,4,1236
082053,2023,F,Y86,86.0,4,1175
082053,2024,F,Y86,86.0,4,1230
082053,2025,F,Y86,86.0,4,1291
082053,2019,F,Y86,86.0,99,1715
082053,2020,F,Y86,86.0,99,1844
082053,2021,F,Y86,86.0,99,1890
082053,2022,F,Y86,86.0,99,1758
082053,2023,F,Y86,86.0,99,1673
082053,2024,F,Y86,86.0,99,1782
082053,2025,F,Y86,86.0,99,1911
082053,2026,F,Y86,86.0,99,1852
082053,2019,F,Y87,87.0,1,170
082053,2020,F,Y87,87.0,1,158
082053,2021,F,Y87,87.0,1,180
082053,2022,F,Y87,87.0,1,171
082053,2023,F,Y87,87.0,1,156
082053,2024,F,Y87,87.0,1,148
082053,2025,F,Y87,87.0,1,172
082053,2019,F,Y87,87.0,15,0
082053,2020,F,Y87,87.0,15,0
082053,2021,F,Y87,87.0,15,0
082053,2022,F,Y87,87.0,15,0
082053,2023,F,Y87,87.0,15,0
082053,2024,F,Y87,87.0,15,0
082053,2025,F,Y87,87.0,15,0
082053,2019,F,Y87,87.0,16,0
082053,2020,F,Y87,87.0,16,0
082053,2021,F,Y87,87.0,16,0
082053,2022,F,Y87,87.0,16,0
082053,2023,F,Y87,87.0,16,0
082053,2024,F,Y87,87.0,16,0
082053,2025,F,Y87,87.0,16,0
082053,2019,F,Y87,87.0,17,0
082053,2020,F,Y87,87.0,17,0
082053,2021,F,Y87,87.0,17,0
082053,2022,F,Y87,87.0,17,0
082053,2023,F,Y87,87.0,17,0
082053,2024,F,Y87,87.0,17,0
082053,2025,F,Y87,87.0,17,0
082053,2019,F,Y87,87.0,2,211
082053,2020,F,Y87,87.0,2,211
082053,2021,F,Y87,87.0,2,236
082053,2022,F,Y87,87.0,2,251
082053,2023,F,Y87,87.0,2,250
082053,2024,F,Y87,87.0,2,234
082053,2025,F,Y87,87.0,2,265
082053,2019,F,Y87,87.0,3,25
082053,2020,F,Y87,87.0,3,28
082053,2021,F,Y87,87.0,3,27
082053,2022,F,Y87,87.0,3,38
082053,2023,F,Y87,87.0,3,34
082053,2024,F,Y87,87.0,3,39
082053,2025,F,Y87,87.0,3,40
082053,2019,F,Y87,87.0,4,1178
082053,2020,F,Y87,87.0,4,1156
082053,2021,F,Y87,87.0,4,1237
082053,2022,F,Y87,87.0,4,1245
082053,2023,F,Y87,87.0,4,1155
082053,2024,F,Y87,87.0,4,1090
082053,2025,F,Y87,87.0,4,1152
082053,2019,F,Y87,87.0,99,1584
082053,2020,F,Y87,87.0,99,1553
082053,2021,F,Y87,87.0,99,1680
082053,2022,F,Y87,87.0,99,1705
082053,2023,F,Y87,87.0,99,1595
082053,2024,F,Y87,87.0,99,1511
082053,2025,F,Y87,87.0,99,1629
082053,2026,F,Y87,87.0,99,1746
082053,2019,F,Y88,88.0,1,178
082053,2020,F,Y88,88.0,1,144
082053,2021,F,Y88,88.0,1,137
082053,2022,F,Y88,88.0,1,159
082053,2023,F,Y88,88.0,1,150
082053,2024,F,Y88,88.0,1,140
082053,2025,F,Y88,88.0,1,133
082053,2019,F,Y88,88.0,15,0
082053,2020,F,Y88,88.0,15,0
082053,2021,F,Y88,88.0,15,0
082053,2022,F,Y88,88.0,15,0
082053,2023,F,Y88,88.0,15,0
082053,2024,F,Y88,88.0,15,0
082053,2025,F,Y88,88.0,15,0
082053,2019,F,Y88,88.0,16,0
082053,2020,F,Y88,88.0,16,0
082053,2021,F,Y88,88.0,16,0
082053,2022,F,Y88,88.0,16,0
082053,2023,F,Y88,88.0,16,0
082053,2024,F,Y88,88.0,16,0
082053,2025,F,Y88,88.0,16,0
082053,2019,F,Y88,88.0,17,0
082053,2020,F,Y88,88.0,17,0
082053,2021,F,Y88,88.0,17,0
082053,2022,F,Y88,88.0,17,0
082053,2023,F,Y88,88.0,17,0
082053,2024,F,Y88,88.0,17,0
082053,2025,F,Y88,88.0,17,0
082053,2019,F,Y88,88.0,2,167
082053,2020,F,Y88,88.0,2,173
082053,2021,F,Y88,88.0,2,173
082053,2022,F,Y88,88.0,2,182
082053,2023,F,Y88,88.0,2,191
082053,2024,F,Y88,88.0,2,199
082053,2025,F,Y88,88.0,2,195
082053,2019,F,Y88,88.0,3,23
082053,2020,F,Y88,88.0,3,22
082053,2021,F,Y88,88.0,3,27
082053,2022,F,Y88,88.0,3,23
082053,2023,F,Y88,88.0,3,32
082053,2024,F,Y88,88.0,3,29
082053,2025,F,Y88,88.0,3,34
082053,2019,F,Y88,88.0,4,1189
082053,2020,F,Y88,88.0,4,1052
082053,2021,F,Y88,88.0,4,1055
082053,2022,F,Y88,88.0,4,1133
082053,2023,F,Y88,88.0,4,1141
082053,2024,F,Y88,88.0,4,1060
082053,2025,F,Y88,88.0,4,992
082053,2019,F,Y88,88.0,99,1557
082053,2020,F,Y88,88.0,99,1391
082053,2021,F,Y88,88.0,99,1392
082053,2022,F,Y88,88.0,99,1497
082053,2023,F,Y88,88.0,99,1514
082053,2024,F,Y88,88.0,99,1428
082053,2025,F,Y88,88.0,99,1354
082053,2026,F,Y88,88.0,99,1473
082053,2019,F,Y89,89.0,1,131
082053,2020,F,Y89,89.0,1,157
082053,2021,F,Y89,89.0,1,120
082053,2022,F,Y89,89.0,1,111
082053,2023,F,Y89,89.0,1,142
082053,2024,F,Y89,89.0,1,128
082053,2025,F,Y89,89.0,1,122
082053,2019,F,Y89,89.0,15,0
082053,2020,F,Y89,89.0,15,0
082053,2021,F,Y89,89.0,15,0
082053,2022,F,Y89,89.0,15,0
082053,2023,F,Y89,89.0,15,0
082053,2024,F,Y89,89.0,15,0
082053,2025,F,Y89,89.0,15,0
082053,2019,F,Y89,89.0,16,0
082053,2020,F,Y89,89.0,16,0
082053,2021,F,Y89,89.0,16,0
082053,2022,F,Y89,89.0,16,0
082053,2023,F,Y89,89.0,16,0
082053,2024,F,Y89,89.0,16,0
082053,2025,F,Y89,89.0,16,0
082053,2019,F,Y89,89.0,17,0
082053,2020,F,Y89,89.0,17,0
082053,2021,F,Y89,89.0,17,0
082053,2022,F,Y89,89.0,17,0
082053,2023,F,Y89,89.0,17,0
082053,2024,F,Y89,89.0,17,0
082053,2025,F,Y89,89.0,17,0
082053,2019,F,Y89,89.0,2,93
082053,2020,F,Y89,89.0,2,126
082053,2021,F,Y89,89.0,2,132
082053,2022,F,Y89,89.0,2,129
082053,2023,F,Y89,89.0,2,139
082053,2024,F,Y89,89.0,2,137
082053,2025,F,Y89,89.0,2,157
082053,2019,F,Y89,89.0,3,8
082053,2020,F,Y89,89.0,3,21
082053,2021,F,Y89,89.0,3,22
082053,2022,F,Y89,89.0,3,26
082053,2023,F,Y89,89.0,3,20
082053,2024,F,Y89,89.0,3,28
082053,2025,F,Y89,89.0,3,29
082053,2019,F,Y89,89.0,4,885
082053,2020,F,Y89,89.0,4,1075
082053,2021,F,Y89,89.0,4,958
082053,2022,F,Y89,89.0,4,938
082053,2023,F,Y89,89.0,4,1014
082053,2024,F,Y89,89.0,4,1017
082053,2025,F,Y89,89.0,4,960
082053,2019,F,Y89,89.0,99,1117
082053,2020,F,Y89,89.0,99,1379
082053,2021,F,Y89,89.0,99,1232
082053,2022,F,Y89,89.0,99,1204
082053,2023,F,Y89,89.0,99,1315
082053,2024,F,Y89,89.0,99,1310
082053,2025,F,Y89,89.0,99,1268
082053,2026,F,Y89,89.0,99,1189
082053,2019,F,Y9,9.0,1,3187
082053,2020,F,Y9,9.0,1,3146
082053,2021,F,Y9,9.0,1,3077
082053,2022,F,Y9,9.0,1,3026
082053,2023,F,Y9,9.0,1,2943
082053,2024,F,Y9,9.0,1,2883
082053,2025,F,Y9,9.0,1,2946
082053,2019,F,Y9,9.0,99,3187
082053,2020,F,Y9,9.0,99,3146
082053,2021,F,Y9,9.0,99,3077
082053,2022,F,Y9,9.0,99,3026
082053,2023,F,Y9,9.0,99,2943
082053,2024,F,Y9,9.0,99,2883
082053,2025,F,Y9,9.0,99,2946
082053,2026,F,Y9,9.0,99,2736
082053,2019,F,Y90,90.0,1,130
082053,2020,F,Y90,90.0,1,119
082053,2021,F,Y90,90.0,1,126
082053,2022,F,Y90,90.0,1,102
082053,2023,F,Y90,90.0,1,97
082053,2024,F,Y90,90.0,1,125
082053,2025,F,Y90,90.0,1,110
082053,2019,F,Y90,90.0,15,0
082053,2020,F,Y90,90.0,15,0
082053,2021,F,Y90,90.0,15,0
082053,2022,F,Y90,90.0,15,0
082053,2023,F,Y90,90.0,15,0
082053,2024,F,Y90,90.0,15,0
082053,2025,F,Y90,90.0,15,0
082053,2019,F,Y90,90.0,16,0
082053,2020,F,Y90,90.0,16,0
082053,2021,F,Y90,90.0,16,0
082053,2022,F,Y90,90.0,16,0
082053,2023,F,Y90,90.0,16,0
082053,2024,F,Y90,90.0,16,0
082053,2025,F,Y90,90.0,16,0
082053,2019,F,Y90,90.0,17,0
082053,2020,F,Y90,90.0,17,0
082053,2021,F,Y90,90.0,17,0
082053,2022,F,Y90,90.0,17,0
082053,2023,F,Y90,90.0,17,0
082053,2024,F,Y90,90.0,17,0
082053,2025,F,Y90,90.0,17,0
082053,2019,F,Y90,90.0,2,93
082053,2020,F,Y90,90.0,2,69
082053,2021,F,Y90,90.0,2,91
082053,2022,F,Y90,90.0,2,105
082053,2023,F,Y90,90.0,2,97
082053,2024,F,Y90,90.0,2,103
082053,2025,F,Y90,90.0,2,106
082053,2019,F,Y90,90.0,3,11
082053,2020,F,Y90,90.0,3,6
082053,2021,F,Y90,90.0,3,18
082053,2022,F,Y90,90.0,3,17
082053,2023,F,Y90,90.0,3,22
082053,2024,F,Y90,90.0,3,19
082053,2025,F,Y90,90.0,3,23
082053,2019,F,Y90,90.0,4,794
082053,2020,F,Y90,90.0,4,774
082053,2021,F,Y90,90.0,4,974
082053,2022,F,Y90,90.0,4,849
082053,2023,F,Y90,90.0,4,796
082053,2024,F,Y90,90.0,4,899
082053,2025,F,Y90,90.0,4,907
082053,2019,F,Y90,90.0,99,1028
082053,2020,F,Y90,90.0,99,968
082053,2021,F,Y90,90.0,99,1209
082053,2022,F,Y90,90.0,99,1073
082053,2023,F,Y90,90.0,99,1012
082053,2024,F,Y90,90.0,99,1146
082053,2025,F,Y90,90.0,99,1146
082053,2026,F,Y90,90.0,99,1116
082053,2019,F,Y91,91.0,1,86
082053,2020,F,Y91,91.0,1,106
082053,2021,F,Y91,91.0,1,105
082053,2022,F,Y91,91.0,1,105
082053,2023,F,Y91,91.0,1,83
082053,2024,F,Y91,91.0,1,83
082053,2025,F,Y91,91.0,1,98
082053,2019,F,Y91,91.0,15,0
082053,2020,F,Y91,91.0,15,0
082053,2021,F,Y91,91.0,15,0
082053,2022,F,Y91,91.0,15,0
082053,2023,F,Y91,91.0,15,0
082053,2024,F,Y91,91.0,15,0
082053,2025,F,Y91,91.0,15,0
082053,2019,F,Y91,91.0,16,0
082053,2020,F,Y91,91.0,16,0
082053,2021,F,Y91,91.0,16,0
082053,2022,F,Y91,91.0,16,0
082053,2023,F,Y91,91.0,16,0
082053,2024,F,Y91,91.0,16,0
082053,2025,F,Y91,91.0,16,0
082053,2019,F,Y91,91.0,17,0
082053,2020,F,Y91,91.0,17,0
082053,2021,F,Y91,91.0,17,0
082053,2022,F,Y91,91.0,17,0
082053,2023,F,Y91,91.0,17,0
082053,2024,F,Y91,91.0,17,0
082053,2025,F,Y91,91.0,17,0
082053,2019,F,Y91,91.0,2,51
082053,2020,F,Y91,91.0,2,60
082053,2021,F,Y91,91.0,2,52
082053,2022,F,Y91,91.0,2,67
082053,2023,F,Y91,91.0,2,83
082053,2024,F,Y91,91.0,2,67
082053,2025,F,Y91,91.0,2,80
082053,2019,F,Y91,91.0,3,9
082053,2020,F,Y91,91.0,3,10
082053,2021,F,Y91,91.0,3,4
082053,2022,F,Y91,91.0,3,16
082053,2023,F,Y91,91.0,3,14
082053,2024,F,Y91,91.0,3,20
082053,2025,F,Y91,91.0,3,16
082053,2019,F,Y91,91.0,4,642
082053,2020,F,Y91,91.0,4,707
082053,2021,F,Y91,91.0,4,667
082053,2022,F,Y91,91.0,4,827
082053,2023,F,Y91,91.0,4,718
082053,2024,F,Y91,91.0,4,684
082053,2025,F,Y91,91.0,4,787
082053,2019,F,Y91,91.0,99,788
082053,2020,F,Y91,91.0,99,883
082053,2021,F,Y91,91.0,99,828
082053,2022,F,Y91,91.0,99,1015
082053,2023,F,Y91,91.0,99,898
082053,2024,F,Y91,91.0,99,854
082053,2025,F,Y91,91.0,99,981
082053,2026,F,Y91,91.0,99,986
082053,2019,F,Y92,92.0,1,69
082053,2020,F,Y92,92.0,1,73
082053,2021,F,Y92,92.0,1,85
082053,2022,F,Y92,92.0,1,86
082053,2023,F,Y92,92.0,1,90
082053,2024,F,Y92,92.0,1,72
082053,2025,F,Y92,92.0,1,62
082053,2019,F,Y92,92.0,15,0
082053,2020,F,Y92,92.0,15,0
082053,2021,F,Y92,92.0,15,0
082053,2022,F,Y92,92.0,15,0
082053,2023,F,Y92,92.0,15,0
082053,2024,F,Y92,92.0,15,0
082053,2025,F,Y92,92.0,15,0
082053,2019,F,Y92,92.0,16,0
082053,2020,F,Y92,92.0,16,0
082053,2021,F,Y92,92.0,16,0
082053,2022,F,Y92,92.0,16,0
082053,2023,F,Y92,92.0,16,0
082053,2024,F,Y92,92.0,16,0
082053,2025,F,Y92,92.0,16,0
082053,2019,F,Y92,92.0,17,0
082053,2020,F,Y92,92.0,17,0
082053,2021,F,Y92,92.0,17,0
082053,2022,F,Y92,92.0,17,0
082053,2023,F,Y92,92.0,17,0
082053,2024,F,Y92,92.0,17,0
082053,2025,F,Y92,92.0,17,0
082053,2019,F,Y92,92.0,2,35
082053,2020,F,Y92,92.0,2,38
082053,2021,F,Y92,92.0,2,48
082053,2022,F,Y92,92.0,2,39
082053,2023,F,Y92,92.0,2,41
082053,2024,F,Y92,92.0,2,63
082053,2025,F,Y92,92.0,2,49
082053,2019,F,Y92,92.0,3,15
082053,2020,F,Y92,92.0,3,7
082053,2021,F,Y92,92.0,3,9
082053,2022,F,Y92,92.0,3,4
082053,2023,F,Y92,92.0,3,11
082053,2024,F,Y92,92.0,3,12
082053,2025,F,Y92,92.0,3,17
082053,2019,F,Y92,92.0,4,575
082053,2020,F,Y92,92.0,4,532
082053,2021,F,Y92,92.0,4,596
082053,2022,F,Y92,92.0,4,548
082053,2023,F,Y92,92.0,4,702
082053,2024,F,Y92,92.0,4,584
082053,2025,F,Y92,92.0,4,576
082053,2019,F,Y92,92.0,99,694
082053,2020,F,Y92,92.0,99,650
082053,2021,F,Y92,92.0,99,738
082053,2022,F,Y92,92.0,99,677
082053,2023,F,Y92,92.0,99,844
082053,2024,F,Y92,92.0,99,731
082053,2025,F,Y92,92.0,99,704
082053,2026,F,Y92,92.0,99,821
082053,2019,F,Y93,93.0,1,61
082053,2020,F,Y93,93.0,1,62
082053,2021,F,Y93,93.0,1,62
082053,2022,F,Y93,93.0,1,66
082053,2023,F,Y93,93.0,1,71
082053,2024,F,Y93,93.0,1,74
082053,2025,F,Y93,93.0,1,62
082053,2019,F,Y93,93.0,15,0
082053,2020,F,Y93,93.0,15,0
082053,2021,F,Y93,93.0,15,0
082053,2022,F,Y93,93.0,15,0
082053,2023,F,Y93,93.0,15,0
082053,2024,F,Y93,93.0,15,0
082053,2025,F,Y93,93.0,15,0
082053,2019,F,Y93,93.0,16,0
082053,2020,F,Y93,93.0,16,0
082053,2021,F,Y93,93.0,16,0
082053,2022,F,Y93,93.0,16,0
082053,2023,F,Y93,93.0,16,0
082053,2024,F,Y93,93.0,16,0
082053,2025,F,Y93,93.0,16,0
082053,2019,F,Y93,93.0,17,0
082053,2020,F,Y93,93.0,17,0
082053,2021,F,Y93,93.0,17,0
082053,2022,F,Y93,93.0,17,0
082053,2023,F,Y93,93.0,17,0
082053,2024,F,Y93,93.0,17,0
082053,2025,F,Y93,93.0,17,0
082053,2019,F,Y93,93.0,2,31
082053,2020,F,Y93,93.0,2,31
082053,2021,F,Y93,93.0,2,23
082053,2022,F,Y93,93.0,2,34
082053,2023,F,Y93,93.0,2,27
082053,2024,F,Y93,93.0,2,32
082053,2025,F,Y93,93.0,2,51
082053,2019,F,Y93,93.0,3,8
082053,2020,F,Y93,93.0,3,14
082053,2021,F,Y93,93.0,3,6
082053,2022,F,Y93,93.0,3,9
082053,2023,F,Y93,93.0,3,3
082053,2024,F,Y93,93.0,3,9
082053,2025,F,Y93,93.0,3,10
082053,2019,F,Y93,93.0,4,464
082053,2020,F,Y93,93.0,4,474
082053,2021,F,Y93,93.0,4,445
082053,2022,F,Y93,93.0,4,468
082053,2023,F,Y93,93.0,4,435
082053,2024,F,Y93,93.0,4,566
082053,2025,F,Y93,93.0,4,470
082053,2019,F,Y93,93.0,99,564
082053,2020,F,Y93,93.0,99,581
082053,2021,F,Y93,93.0,99,536
082053,2022,F,Y93,93.0,99,577
082053,2023,F,Y93,93.0,99,536
082053,2024,F,Y93,93.0,99,681
082053,2025,F,Y93,93.0,99,593
082053,2026,F,Y93,93.0,99,593
082053,2019,F,Y94,94.0,1,55
082053,2020,F,Y94,94.0,1,42
082053,2021,F,Y94,94.0,1,57
082053,2022,F,Y94,94.0,1,49
082053,2023,F,Y94,94.0,1,51
082053,2024,F,Y94,94.0,1,56
082053,2025,F,Y94,94.0,1,60
082053,2019,F,Y94,94.0,15,0
082053,2020,F,Y94,94.0,15,0
082053,2021,F,Y94,94.0,15,0
082053,2022,F,Y94,94.0,15,0
082053,2023,F,Y94,94.0,15,0
082053,2024,F,Y94,94.0,15,0
082053,2025,F,Y94,94.0,15,0
082053,2019,F,Y94,94.0,16,0
082053,2020,F,Y94,94.0,16,0
082053,2021,F,Y94,94.0,16,0
082053,2022,F,Y94,94.0,16,0
082053,2023,F,Y94,94.0,16,0
082053,2024,F,Y94,94.0,16,0
082053,2025,F,Y94,94.0,16,0
082053,2019,F,Y94,94.0,17,0
082053,2020,F,Y94,94.0,17,0
082053,2021,F,Y94,94.0,17,0
082053,2022,F,Y94,94.0,17,0
082053,2023,F,Y94,94.0,17,0
082053,2024,F,Y94,94.0,17,0
082053,2025,F,Y94,94.0,17,0
082053,2019,F,Y94,94.0,2,16
082053,2020,F,Y94,94.0,2,22
082053,2021,F,Y94,94.0,2,17
082053,2022,F,Y94,94.0,2,17
082053,2023,F,Y94,94.0,2,21
082053,2024,F,Y94,94.0,2,21
082053,2025,F,Y94,94.0,2,26
082053,2019,F,Y94,94.0,3,5
082053,2020,F,Y94,94.0,3,6
082053,2021,F,Y94,94.0,3,10
082053,2022,F,Y94,94.0,3,4
082053,2023,F,Y94,94.0,3,5
082053,2024,F,Y94,94.0,3,3
082053,2025,F,Y94,94.0,3,7
082053,2019,F,Y94,94.0,4,389
082053,2020,F,Y94,94.0,4,384
082053,2021,F,Y94,94.0,4,388
082053,2022,F,Y94,94.0,4,359
082053,2023,F,Y94,94.0,4,372
082053,2024,F,Y94,94.0,4,341
082053,2025,F,Y94,94.0,4,451
082053,2019,F,Y94,94.0,99,465
082053,2020,F,Y94,94.0,99,454
082053,2021,F,Y94,94.0,99,472
082053,2022,F,Y94,94.0,99,429
082053,2023,F,Y94,94.0,99,449
082053,2024,F,Y94,94.0,99,421
082053,2025,F,Y94,94.0,99,544
082053,2026,F,Y94,94.0,99,503
082053,2019,F,Y95,95.0,1,43
082053,2020,F,Y95,95.0,1,44
082053,2021,F,Y95,95.0,1,32
082053,2022,F,Y95,95.0,1,45
082053,2023,F,Y95,95.0,1,34
082053,2024,F,Y95,95.0,1,38
082053,2025,F,Y95,95.0,1,46
082053,2019,F,Y95,95.0,15,0
082053,2020,F,Y95,95.0,15,0
082053,2021,F,Y95,95.0,15,0
082053,2022,F,Y95,95.0,15,0
082053,2023,F,Y95,95.0,15,0
082053,2024,F,Y95,95.0,15,0
082053,2025,F,Y95,95.0,15,0
082053,2019,F,Y95,95.0,16,0
082053,2020,F,Y95,95.0,16,0
082053,2021,F,Y95,95.0,16,0
082053,2022,F,Y95,95.0,16,0
082053,2023,F,Y95,95.0,16,0
082053,2024,F,Y95,95.0,16,0
082053,2025,F,Y95,95.0,16,0
082053,2019,F,Y95,95.0,17,0
082053,2020,F,Y95,95.0,17,0
082053,2021,F,Y95,95.0,17,0
082053,2022,F,Y95,95.0,17,0
082053,2023,F,Y95,95.0,17,0
082053,2024,F,Y95,95.0,17,0
082053,2025,F,Y95,95.0,17,0
082053,2019,F,Y95,95.0,2,17
082053,2020,F,Y95,95.0,2,8
082053,2021,F,Y95,95.0,2,13
082053,2022,F,Y95,95.0,2,11
082053,2023,F,Y95,95.0,2,12
082053,2024,F,Y95,95.0,2,11
082053,2025,F,Y95,95.0,2,11
082053,2019,F,Y95,95.0,3,3
082053,2020,F,Y95,95.0,3,5
082053,2021,F,Y95,95.0,3,5
082053,2022,F,Y95,95.0,3,7
082053,2023,F,Y95,95.0,3,2
082053,2024,F,Y95,95.0,3,4
082053,2025,F,Y95,95.0,3,3
082053,2019,F,Y95,95.0,4,281
082053,2020,F,Y95,95.0,4,308
082053,2021,F,Y95,95.0,4,303
082053,2022,F,Y95,95.0,4,306
082053,2023,F,Y95,95.0,4,281
082053,2024,F,Y95,95.0,4,306
082053,2025,F,Y95,95.0,4,269
082053,2019,F,Y95,95.0,99,344
082053,2020,F,Y95,95.0,99,365
082053,2021,F,Y95,95.0,99,353
082053,2022,F,Y95,95.0,99,369
082053,2023,F,Y95,95.0,99,329
082053,2024,F,Y95,95.0,99,359
082053,2025,F,Y95,95.0,99,329
082053,2026,F,Y95,95.0,99,443
082053,2019,F,Y96,96.0,1,40
082053,2020,F,Y96,96.0,1,35
082053,2021,F,Y96,96.0,1,28
082053,2022,F,Y96,96.0,1,20
082053,2023,F,Y96,96.0,1,38
082053,2024,F,Y96,96.0,1,25
082053,2025,F,Y96,96.0,1,28
082053,2019,F,Y96,96.0,15,0
082053,2020,F,Y96,96.0,15,0
082053,2021,F,Y96,96.0,15,0
082053,2022,F,Y96,96.0,15,0
082053,2023,F,Y96,96.0,15,0
082053,2024,F,Y96,96.0,15,0
082053,2025,F,Y96,96.0,15,0
082053,2019,F,Y96,96.0,16,0
082053,2020,F,Y96,96.0,16,0
082053,2021,F,Y96,96.0,16,0
082053,2022,F,Y96,96.0,16,0
082053,2023,F,Y96,96.0,16,0
082053,2024,F,Y96,96.0,16,0
082053,2025,F,Y96,96.0,16,0
082053,2019,F,Y96,96.0,17,0
082053,2020,F,Y96,96.0,17,0
082053,2021,F,Y96,96.0,17,0
082053,2022,F,Y96,96.0,17,0
082053,2023,F,Y96,96.0,17,0
082053,2024,F,Y96,96.0,17,0
082053,2025,F,Y96,96.0,17,0
082053,2019,F,Y96,96.0,2,14
082053,2020,F,Y96,96.0,2,11
082053,2021,F,Y96,96.0,2,5
082053,2022,F,Y96,96.0,2,6
