anno,x,densita
2018,34.355,0.01153590587893819
2018,34.415,0.01116923317989513
2018,34.474,0.010794400653241833
2018,34.534,0.010413586673030812
2018,34.593,0.010028985101994957
2018,34.652,0.009642756207548332
2018,34.712,0.009256982475331453
2018,34.771,0.00887363011549145
2018,34.83,0.008494516831337546
2018,34.89,0.008121286193099403
2018,34.949,0.00775538873905953
2018,35.008,0.00739806971935309
2018,35.068,0.007050363210229911
2018,35.127,0.006713092163353164
2018,35.187,0.006386873819277693
2018,35.246,0.006072129808787103
2018,35.305,0.005769100191146235
2018,35.365,0.005477860634214151
2018,35.424,0.0051983419263332935
2018,35.483,0.004930351021636285
2018,35.543,0.004673592855822528
2018,35.602,0.004427692224976294
2018,35.661,0.00419221509171552
2018,35.721,0.003966688766840725
2018,35.78,0.003750620506696522
2018,35.84,0.0035435141628484524
2018,35.899,0.0033448846179076354
2018,35.958,0.0031542698362743
2018,36.018,0.0029712404485480637
2018,36.077,0.0027954068711627
2018,36.136,0.002626424036732535
2018,36.196,0.002463993874401063
2018,36.255,0.0023078657323613674
2018,36.314,0.002157834976284322
2018,36.374,0.002013740027619361
2018,36.433,0.0018754581249210993
2018,36.493,0.0017429001000743847
2018,36.552,0.0016160044603371203
2018,36.611,0.0014947310574804171
2018,36.671,0.0013790546081014648
2018,36.73,0.0012689583056503682
2018,36.789,0.001164427736141473
2018,36.849,0.0010654452772402717
2018,36.908,0.0009719851257514317
2018,36.967,0.000884009062764503
2018,37.027,0.0008014630300576714
2018,37.086,0.0007242745569274896
2018,37.146,0.0006523510443950388
2018,37.205,0.0005855788845714222
2018,37.264,0.0005238233675216643
2018,37.324,0.00046692930673618917
2018,37.383,0.0004147222976117722
2018,37.442,0.00036701051128329155
2018,37.502,0.0003235869186828902
2018,37.561,0.0002842318366239738
2018,37.62,0.0002487156886624332
2018,37.68,0.00021680187801104638
2018,37.739,0.0001882496773223038
2018,37.799,0.00016281705009970362
2018,37.858,0.00014026333021139329
2018,37.917,0.0001203516988275069
2018,37.977,0.00010285141147669099
2018,38.036,8.753974126099058e-05
2018,38.095,7.42036170932546e-05
2018,38.155,6.26409477198504e-05
2018,38.214,5.266163294505087e-05
2018,38.273,4.4088272654992885e-05
2018,38.333,3.675659181090083e-05
2018,38.392,3.051560548951204e-05
2018,38.452,2.5227552313906552e-05
2018,38.511,2.0767627324288314e-05
2018,38.57,1.702354661982688e-05
2018,38.63,1.3894976130858367e-05
2018,38.689,1.12928558506298e-05
2018,38.748,9.138648974147975e-06
2018,38.808,7.3635428658614925e-06
2018,38.867,5.907625806611763e-06
2018,38.926,4.71906023647005e-06
2018,38.986,3.753269875414211e-06
2018,39.045,2.9721548054827016e-06
2018,39.105,2.3433454470900844e-06
2018,39.164,1.8395034433738696e-06
2018,39.223,1.4376748394985317e-06
2018,39.283,1.1186986456217845e-06
2018,39.342,8.666719194826041e-07
2018,39.401,6.684708972505486e-07
2018,39.461,5.133264258379592e-07
2018,39.52,3.9245098265952723e-07
2018,39.579,2.9871387915049033e-07
2018,39.639,2.2636079732064713e-07
2018,39.698,1.707735675076381e-07
2018,39.758,1.2826602370528531e-07
2018,39.817,9.591183545007354e-08
2018,39.876,7.140038007818334e-08
2018,39.936,5.2916957528662895e-08
2018,39.995,3.9043936960038506e-08
2018,40.054,2.8679739466778336e-08
2018,40.114,2.0972887246698715e-08
2018,40.173,1.5268673467385323e-08
2018,40.232,1.1066318913990237e-08
2018,40.292,7.984774276473772e-09
2018,40.351,5.7355961128183054e-09
2018,40.411,4.101567582395169e-09
2018,40.47,2.9199510541374784e-09
2018,40.529,2.0694489480191678e-09
